arm,citing_work_key,ref_key,title,state,doi,source,ratio,reason,seconds
confirmed,Benedek_2015_multilayer-markov-random-field-models,b24,"Stochastic relaxation, gibbs distributions, and the bayesian restoration of images",resolved,10.1109/tpami.1984.4767596,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=1984,0.004
confirmed,Benedek_2015_multilayer-markov-random-field-models,b35,Multicue MRF image segmentation: combining texture and color,resolved,10.1109/icpr.2002.1044836,semanticscholar,0.9291,via=semanticscholar; ratio=0.93; year=2002,0.001
confirmed,Benedek_2015_multilayer-markov-random-field-models,b36,Factorial Markov random fields,resolved,10.1007/3-540-47977-5_21,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2002,0.001
confirmed,Benedek_2015_multilayer-markov-random-field-models,b47,Unsupervised change detection in remotesensing images using modified self-organizing feature map neural network,ambiguous,,crossref,0.9955,2 distinct works accepted at crossref,0.002
confirmed,Benedek_2015_multilayer-markov-random-field-models,b48,Some generalized order-disorder transformation,resolved,10.1017/s0305004100027419,semanticscholar,0.9892,via=semanticscholar; ratio=0.99; year=1952,0.0
confirmed,Benedek_2015_multilayer-markov-random-field-models,b53,A Markov random field approach for sidescan sonar change detection,unresolved,,,,best=crossref:1.00:10.1109/joe.2012.2206677,0.012
confirmed,Benedek_2015_multilayer-markov-random-field-models,b57,A comparative study of energy minimization methods for Markov Random Fields,resolved,10.1007/11744047_2,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2006,0.002
confirmed,Benedek_2015_multilayer-markov-random-field-models,b61,Survey of clustering algorithms,resolved,10.1109/tnn.2005.845141,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2005,0.001
confirmed,Alwan_1988_time-series-modeling-statistical-process,b0,The Analysis of Single and Related Time Series Into Components: Proposals for Improving X-11,unresolved,,,,best=semanticscholar:1.00:-,0.011
confirmed,Alwan_1988_time-series-modeling-statistical-process,b2,"Time Series Analysis, Forecasting and Control",unresolved,,,,best=crossref:1.00:10.1111/j.1467-9892.2009.00643.x,0.009
confirmed,Alwan_1988_time-series-modeling-statistical-process,b3,Some Recent Advances in Forecasting and Control: Part 11,unresolved,,,,best=crossref:0.92:10.5040/9781666990355.ch-7,0.01
confirmed,Alwan_1988_time-series-modeling-statistical-process,b4,"Quality, Productiviry and Competitive Position",unresolved,,,,best=crossref:0.55:10.14706/icesos177,0.009
confirmed,Alwan_1988_time-series-modeling-statistical-process,b6,The Quality Measurement Plan,resolved,10.1002/j.1538-7305.1981.tb00239.x,semanticscholar,0.9333,via=semanticscholar; ratio=0.93; year=1981,0.001
confirmed,Alwan_1988_time-series-modeling-statistical-process,b7,The EWMA,unresolved,,,,best=semanticscholar:0.55:10.1080/14697688.2022.2140699,0.014
confirmed,Alwan_1988_time-series-modeling-statistical-process,b8,Introduction to Statistical Quality Control,unresolved,,,,best=semanticscholar:1.00:10.1198/tech.2007.s465,0.009
confirmed,Alwan_1988_time-series-modeling-statistical-process,b9,Continuous Inspection Schemes,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.0
confirmed,Alwan_1988_time-series-modeling-statistical-process,b10,"Comment on ""The Analysis of Single and Related Time Series Into Components: Proposals for Improving X-11",unresolved,,,,best=semanticscholar:0.94:-,0.015
confirmed,Alwan_1988_time-series-modeling-statistical-process,b11,Economic Control of Quality of Manufactured Product,unresolved,,,,best=crossref:1.00:10.1002/j.1538-7305.1930.tb00373.x,0.009
confirmed,Alwan_1988_time-series-modeling-statistical-process,b13,Modern Methods for Quality Control and Improvement,unresolved,,semanticscholar,1.0,"review_record (10.2307/1269348; crossref author list ['sylwester', 'wadsworth', 'stephens', 'godfrey'] is prefixed by 'sylwester'; the reference's first author 'wadsworth' appears at position 1 — the reviewer, then the w",0.001
confirmed,Bellettini_2002_total-variation-flow,b1,Functions of bounded variation and free discontinuity problems,unresolved,,semanticscholar,1.0,s2_candidate_has_no_doi (nothing to confirm),0.001
confirmed,Bellettini_2002_total-variation-flow,b2,Minimizing total variational flow,unresolved,,,,best=arxiv:0.55:10.48550/arXiv.1706.03223,0.012
confirmed,Bellettini_2002_total-variation-flow,b3,The Dirichlet problem for the total variational flow,resolved,10.1006/jfan.2000.3698,semanticscholar,0.9804,via=semanticscholar; ratio=0.98; year=2001,0.001
confirmed,Bellettini_2002_total-variation-flow,b4,Qualitative properties of the total variation flow,unresolved,,,,best=crossref:0.92:10.1080/00036811.2022.2153677,0.01
confirmed,Bellettini_2002_total-variation-flow,b12,An L 1theory of existence and uniqueness of solution of nonlinear elliptic equations,unresolved,,,,best=semanticscholar:0.99:-,0.01
confirmed,Bellettini_2002_total-variation-flow,b13,"Regularizing effects in homogeneous equations, in ''Contributions to Analysis and Geometry",unresolved,,,,best=crossref:0.65:10.21236/ada086561,0.01
confirmed,Bellettini_2002_total-variation-flow,b14,"Completely accretive operators, in ''Semigroups Theory and Evolution Equations",unresolved,,,,best=crossref:0.57:10.1201/9781003419914-4,0.012
confirmed,Bellettini_2002_total-variation-flow,b15,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Bellettini_2002_total-variation-flow,b18,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Bellettini_2002_total-variation-flow,b19,Nonlinear approximation and the space BV,unresolved,,semanticscholar,0.9195,s2_candidate_has_no_doi (nothing to confirm),0.001
confirmed,Bellettini_2002_total-variation-flow,b20,Generation of semigroups of nonlinear transformations on general banach spaces,unresolved,,,,best=crossref:0.82:10.1016/b978-0-12-775850-3.50010-8,0.011
confirmed,Bellettini_2002_total-variation-flow,b21,Denoising via soft-thresholding,unresolved,,,,best=crossref:0.60:10.3390/app10062191,0.011
confirmed,Bellettini_2002_total-variation-flow,b25,Measure Theory and Fine Properties of Functions,unresolved,,semanticscholar,1.0,s2_candidate_has_no_doi (nothing to confirm),0.001
confirmed,Bellettini_2002_total-variation-flow,b27,Notions of Convexity,unresolved,,,,best=arxiv:0.52:10.48550/arXiv.0809.0812,0.015
confirmed,Bellettini_2002_total-variation-flow,b28,First order quasilinear equations in several independent variables,unresolved,,,,best=crossref:1.00:10.1070/sm1970v010n02abeh002156,0.011
confirmed,Bellettini_2002_total-variation-flow,b31,Le Role des Oscillations Dans Quelques Probl! e ems D'analyse Non-Lin! e eaire,unresolved,,,,best=crossref:0.33:10.3726/978-3-0352-0326-4/16,0.01
confirmed,Bellettini_2002_total-variation-flow,b33,Exact Solutions to Total Variation Regularization problems,unresolved,,semanticscholar,1.0,s2_candidate_has_no_doi (nothing to confirm),0.001
confirmed,Bellettini_2002_total-variation-flow,b34,A nonlinear primal-dual method for total variation based image restoration,unresolved,,,,best=crossref:1.00:10.1137/s1064827596299767,0.01
confirmed,Bellettini_2002_total-variation-flow,b35,"Fast total variation based image reconstruction, in ''Proceedings of the",unresolved,,,,best=crossref:0.81:10.1109/83.679423,0.011
confirmed,Bellettini_2002_total-variation-flow,b36,Fast wavelet techniques for near optimal image processing,unresolved,,,,best=crossref:1.00:10.1109/milcom.1992.244110,0.011
confirmed,Bellettini_2002_total-variation-flow,b37,Weakly Differentiable Functions,unresolved,,,,best=arxiv:0.83:10.48550/arXiv.1411.3287,0.014
confirmed,Abercrombie_2016_improving-consistency,b1,Global consequences of land use,resolved,10.1126/science.1111772,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2005,0.001
confirmed,Abercrombie_2016_improving-consistency,b7,GLOBCOVER: The most detailed portrait of Earth,unresolved,,semanticscholar,1.0,s2_candidate_has_no_doi (nothing to confirm),0.001
confirmed,Abercrombie_2016_improving-consistency,b15,Change detection techniques,resolved,10.1080/0143116031000139863,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2004,0.002
confirmed,Abercrombie_2016_improving-consistency,b16,Bayesian classification in a time-varying environment,unresolved,,semanticscholar,1.0,crossref_no_author (10.1109/tsmc.1978.4309889; crossref carries no author for this record),0.001
confirmed,Abercrombie_2016_improving-consistency,b26,"First operational BRDF, albedo nadir reflectance products from MODIS",resolved,10.1016/s0034-4257(02)00091-3,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2002,0.002
confirmed,Abercrombie_2016_improving-consistency,b27,5: Programs for Machine Learning,unresolved,,,,best=crossref:0.47:10.1023/a:1010924021315,0.01
confirmed,Abercrombie_2016_improving-consistency,b28,A tutorial On hidden Markov models and selected applications in speech recognition,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
confirmed,Abercrombie_2016_improving-consistency,b29,Use of hidden Markov models and phenology for multitemporal satellite image classification: Applications to mountain veg,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Abercrombie_2016_improving-consistency,b30,Time-series analysis of satellite images for forest cover change monitoring in Tanzania,unresolved,,,,best=crossref:0.52:10.18174/649013,0.01
confirmed,Abercrombie_2016_improving-consistency,b31,Pattern Recognition and Machine Learning,unresolved,,,,best=semanticscholar:1.00:10.1007/978-0-387-45528-0,0.017
confirmed,Abercrombie_2016_improving-consistency,b32,Completion of the 2006 national land cover database for the conterminous united states,unresolved,,semanticscholar,1.0,s2_candidate_has_no_doi (nothing to confirm),0.002
confirmed,Abercrombie_2016_improving-consistency,b33,The IGBP DISCover confidence sites and the system for terrestrial ecosystem parameterization: Tools for validating globa,unresolved,,,,best=crossref:0.35:10.1080/014311697217099,2.586
confirmed,Abercrombie_2016_improving-consistency,b34,Project PRODES: Monitoring the Brazilian amazon forests by satellite,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Abercrombie_2016_improving-consistency,b38,A gentle tutorial of the EM algorithm and its application to parameter estimation for Gaussian mixture and hidden Markov,unresolved,,,,best=semanticscholar:0.99:-,3.116
confirmed,Efron_2004_estimation-prediction-error-covariance,b0,Information Theory and an Extension of the Maximum Likelihood Principle,ambiguous,,semanticscholar,1.0,"edition_mismatch (10.1007/978-1-4612-0919-5_38; same title, shared authorship, crossref 1992 vs reference 1973 — a sibling edition, not this one)",0.001
confirmed,Efron_2004_estimation-prediction-error-covariance,b3,Improvements on Cross-Validation: The 632+ Bootstrap Method,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
