id,bib_block,round,authors,year,title,venue,doi,other_dois,arxiv,grade,read_status,filed_stem,txt_on_disk,pdf_on_disk,multi_work_line,source_line,superseded_by_id,best_grade_for_work
208,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Kats, E., Goldberger, J. & Greenspan, H.",2019,Soft labeling by distilling anatomical knowledge for improved MS lesion segmentation,IEEE ISBI 2019,10.1109/isbi.2019.8759518,10.1007/978-3-030-32248-9_57,,PRIMARY,reviewer-read,Kats_2019a_soft-labeling-distilling-anatomical,yes,,,"Kats, E., Goldberger, J. & Greenspan, H. (2019). Soft labeling by distilling anatomical knowledge for improved MS lesion segmentation. *IEEE ISBI 2019*. doi:10.1109/isbi.2019.8759518 — **PRIMARY**, reviewer-read (abstract, §2); negative for `Φ(d/σ)` (fixed-radius dilation). Filed `Kats_2019_SoftLabe",,PRIMARY
209,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Gros, C., Lemay, A. & Cohen-Adad, J.",2021,SoftSeg: Advantages of soft versus binary training for image segmentation,,,,2011.09041,ABSTRACT,reviewer-read,Gros_2021_softseg-advantages-soft-versus-binary,yes,,,"Gros, C., Lemay, A. & Cohen-Adad, J. (2021). SoftSeg: Advantages of soft versus binary training for image segmentation. arXiv 2011.09041 — **ABSTRACT**, reviewer-read abstract. Filed `Gros_2021_softseg-advantages-soft-versus-binary`.",,ABSTRACT
210,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Zhu, J., Huang, H.-C. & Wu, J.",2005,Modeling spatial-temporal binary data using Markov random fields,J. Agric. Biol. Environ. Stat.,10.1198/108571105X46543,,,PRIMARY,reviewer-read,Zhu_2005_modeling-spatial-temporal-binary-data,yes,,,"Zhu, J., Huang, H.-C. & Wu, J. (2005). Modeling spatial-temporal binary data using Markov random fields. *J. Agric. Biol. Environ. Stat.* 10(2):212–225. doi:10.1198/108571105X46543 — **PRIMARY**, reviewer-read (§§1–2.1). Filed `Zhu_2005_modeling-spatial-temporal-binary-data`.",,PRIMARY
211,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Hughes, J., Haran, M. & Caragea, P.C.",2011,Autologistic models for binary data on a lattice,Environmetrics,10.1002/env.1102,,,PRIMARY,reviewer-read,Hughes_2011_autologistic-models-binary-data-lattice,yes,,,"Hughes, J., Haran, M. & Caragea, P.C. (2011). Autologistic models for binary data on a lattice. *Environmetrics* 22(7):857–871. doi:10.1002/env.1102 — **PRIMARY**, reviewer-read (abstract, §2.2). Filed `Hughes_2011_autologistic-models-binary-data-lattice`.",,PRIMARY
212,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Hughes, J.",2014,ngspatial: A package for fitting the centered autologistic and sparse spatial generalized linear mixed models for areal data,The R Journal,10.32614/RJ-2014-026,,,PRIMARY,reviewer-read,Hughes_2014_ngspatial-package-fitting-centered,yes,,,"Hughes, J. (2014). ngspatial: A package for fitting the centered autologistic and sparse spatial generalized linear mixed models for areal data. *The R Journal* 6(2):81–95. doi:10.32614/RJ-2014-026 — **PRIMARY**, reviewer-read (§§1–2). Filed `Hughes_2014_ngspatial-package-fitting-centered`.",,PRIMARY
213,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Ogata, Y.",1988,Statistical models for earthquake occurrences and residual analysis for point processes,JASA,10.1080/01621459.1988.10478560,,,PRIMARY,reviewer-read,Ogata_1988_statistical-models-earthquake,yes,,,"Ogata, Y. (1988). Statistical models for earthquake occurrences and residual analysis for point processes. *JASA* 83(401):9–27. doi:10.1080/01621459.1988.10478560 — **PRIMARY**, reviewer-read (§2, the epidemic-model form). Filed `Ogata_1988_statistical-models-earthquake`.",,PRIMARY
214,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Zhuang, J., Ogata, Y. & Vere-Jones, D.",2002,Stochastic declustering of space-time earthquake occurrences,JASA,10.1198/016214502760046925,,,PRIMARY,reviewer-read,Zhuang_2002_stochastic-declustering-space-time,yes,,,"Zhuang, J., Ogata, Y. & Vere-Jones, D. (2002). Stochastic declustering of space-time earthquake occurrences. *JASA* 97(458):369–380. doi:10.1198/016214502760046925 — **PRIMARY**, reviewer-read (§2, the background/offspring probabilities). Filed `Zhuang_2002_stochastic-declustering-space-time",,PRIMARY
215,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Reinhart, A.",2018,A review of self-exciting spatio-temporal point processes and their applications,Statistical Science,10.1214/17-STS629,,1708.02647,PRIMARY,reviewer-read,Reinhart_2018_review-self-exciting-spatio-temporal,yes,,,"Reinhart, A. (2018). A review of self-exciting spatio-temporal point processes and their applications. *Statistical Science* 33(3):299–318. doi:10.1214/17-STS629 (arXiv 1708.02647) — **PRIMARY**, reviewer-read (§3.2). Filed `Reinhart_2018_review-self-exciting-spatio-temporal`.",,PRIMARY
216,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Bacry, E., Mastromatteo, I. & Muzy, J.-F.",2015,Hawkes processes in finance,,,,1502.04592,PRIMARY,reviewer-read,Bacry_2015_hawkes-processes-finance,yes,,,"Bacry, E., Mastromatteo, I. & Muzy, J.-F. (2015). Hawkes processes in finance. arXiv 1502.04592 — **PRIMARY**, reviewer-read (§2.3, estimation appendix). Filed `Bacry_2015_hawkes-processes-finance`.",,PRIMARY
217,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Hawkes, A.G.",1971,Spectra of some self-exciting and mutually exciting point processes,Biometrika,10.1093/biomet/58.1.83,,,ABSTRACT,reviewer-read,Hawkes_1971_spectra-some-self-exciting-mutually,yes,,,"Hawkes, A.G. (1971). Spectra of some self-exciting and mutually exciting point processes. *Biometrika* 58(1):83–90. doi:10.1093/biomet/58.1.83 — **ABSTRACT**, reviewer-read summary only (full PDF held). Filed `Hawkes_1971_spectra-some-self-exciting-mutually`.",,ABSTRACT
218,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Ogata, Y.",1998,Space-time point-process models for earthquake occurrences,Ann. Inst. Statist. Math.,10.1023/A:1003403601725,,,filed-unread,obtained-unread,Ogata_1998_space-time-point-process-models,yes,,,"Ogata, Y. (1998). Space-time point-process models for earthquake occurrences. *Ann. Inst. Statist. Math.* 50(2):379–402. doi:10.1023/A:1003403601725 — image-only scan, unread. Filed `Ogata_1998_space-time-point-process-models`.",,filed-unread
219,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Kingman, J.F.C.",1962,The imbedding problem for finite Markov chains,Z. Wahrscheinlichkeitstheorie,10.1007/BF00531768,,,PRIMARY,reviewer-read,Kingman_1962_imbedding-problem-finite-markov-chains,yes,,,"Kingman, J.F.C. (1962). The imbedding problem for finite Markov chains. *Z. Wahrscheinlichkeitstheorie* 1:14–24. doi:10.1007/BF00531768 — **PRIMARY**, reviewer-read (§1, Proposition 2; OCR of the scan is rough). Filed `Kingman_1962_imbedding-problem-finite-markov-chains`.",,PRIMARY
220,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Israel, R.B., Rosenthal, J.S. & Wei, J.Z.",2001,"Finding generators for Markov chains via empirical transition matrices, with applications to credit ratings",Mathematical Finance,10.1111/1467-9965.00114,,,PRIMARY,reviewer-read,Israel_2001_finding-generators-markov-chains,yes,,,"Israel, R.B., Rosenthal, J.S. & Wei, J.Z. (2001). Finding generators for Markov chains via empirical transition matrices, with applications to credit ratings. *Mathematical Finance* 11(2). doi:10.1111/1467-9965.00114 — **PRIMARY**, reviewer-read (§§1–3, Theorems 1–3; author-hosted preprint). Filed `",,PRIMARY
221,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Higham, N.J. & Lin, L.",2011,On pth roots of stochastic matrices,Linear Algebra Appl.,10.1016/j.laa.2010.09.001,,,PRIMARY,reviewer-read,Higham_2011_pth-roots-stochastic-matrices,yes,,,"Higham, N.J. & Lin, L. (2011). On pth roots of stochastic matrices. *Linear Algebra Appl.* 435(3):448–463. doi:10.1016/j.laa.2010.09.001 — **PRIMARY**, reviewer-read (§3; MIMS eprint). Filed `Higham_2011_pth-roots-stochastic-matrices`.",,PRIMARY
222,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Charitos, T., de Waal, P.R. & van der Gaag, L.C.",2008,Computing short-interval transition matrices of a discrete-time Markov chain from partially observed data,Statistics in Medicine,10.1002/sim.2970,,,PRIMARY,reviewer-read,Charitos_2008_computing-short-interval-transition,yes,,,"Charitos, T., de Waal, P.R. & van der Gaag, L.C. (2008). Computing short-interval transition matrices of a discrete-time Markov chain from partially observed data. *Statistics in Medicine* 27(6):905–921. doi:10.1002/sim.2970 — **PRIMARY**, reviewer-read (abstract, §1). Filed `Charitos_2008_short_int",,PRIMARY
223,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Singer, B. & Spilerman, S.",1976,The representation of social processes by Markov models,Amer. J. Sociology,10.1086/226269,,,filed-unread,obtained-unread,Singer_1976_representation-social-processes-markov,yes,,,"Singer, B. & Spilerman, S. (1976). The representation of social processes by Markov models. *Amer. J. Sociology* 82(1). doi:10.1086/226269 — filed (Columbia Academic Commons copy), searcher-verified, unread. Filed `Singer_1976_representation-social-processes-markov`.",,filed-unread
224,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Reynolds, M.R. Jr. & Stoumbos, Z.G.",2000,A general approach to modeling CUSUM charts for a proportion,IIE Transactions,10.1080/07408170008963928,,,PRIMARY,reviewer-read,Reynolds_2000_general-approach-modeling-cusum,yes,,,"Reynolds, M.R. Jr. & Stoumbos, Z.G. (2000). A general approach to modeling CUSUM charts for a proportion. *IIE Transactions* 32(6):515–535. doi:10.1080/07408170008963928 — **PRIMARY**, reviewer-read (§§3–4, Appendix C). Filed `Reynolds_2000_general-approach-modeling-cusum` (+ `_raw.txt`).",,PRIMARY
225,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Lucas, J.M. & Crosier, R.B.",1982,Fast initial response for CUSUM quality-control schemes: Give your CUSUM a head start,Technometrics,10.1080/00401706.1982.10487759,,,PRIMARY,reviewer-read,Lucas_1982_fast-initial-response-cusum-quality,yes,,,"Lucas, J.M. & Crosier, R.B. (1982). Fast initial response for CUSUM quality-control schemes: Give your CUSUM a head start. *Technometrics* 24(3):199–205. doi:10.1080/00401706.1982.10487759 — **PRIMARY**, reviewer-read (§§1–2, Table 1). Filed `Lucas_1982_fast-initial-response-cusum-quality`.",,PRIMARY
226,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,Boykov & Kolmogorov,2003,"ICCV doi:10.1109/iccv.2003.1238310; Vicente, Kolmogorov & Rother (2008) CVPR doi:10.1109/CVPR.2008.4587440; Boykov & Jolly (2001) ICCV doi:10.1109/ICCV.2001.937",,10.1109/iccv.2003.1238310,10.1109/CVPR.2008.4587440;10.1109/ICCV.2001.937505;10.1109/TPAMI.2004.1262177;10.1109/ICCV.2007.4408927;10.1109/TPAMI.2010.200,,filed-unread,obtained-unread,,yes,,,"Boykov & Kolmogorov (2003) ICCV doi:10.1109/iccv.2003.1238310; Vicente, Kolmogorov & Rother (2008) CVPR doi:10.1109/CVPR.2008.4587440; Boykov & Jolly (2001) ICCV doi:10.1109/ICCV.2001.937505; Kolmogorov & Zabih (2004) *PAMI* 26(2) doi:10.1109/TPAMI.2004.1262177; Krähenbühl & Koltun (2013) ICML/PMLR ",,filed-unread
227,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Kaiser, M.S., Lahiri, S.N. & Nordman, D.J.",2012,Goodness of fit tests for a class of Markov random field models,Ann. Statist.,10.1214/11-AOS948,,1205.6086,PRIMARY,reviewer-read,Kaiser_2012_goodness-fit-tests-class-markov,yes,,,"Kaiser, M.S., Lahiri, S.N. & Nordman, D.J. (2012). Goodness of fit tests for a class of Markov random field models. *Ann. Statist.* 40(1). doi:10.1214/11-AOS948 (arXiv 1205.6086) — **PRIMARY**, reviewer-read (§2, Theorem 2.1). Filed `Kaiser_2012_goodness-fit-tests-class-markov`.",,PRIMARY
228,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Nordman, D.J. & Lahiri, S.N.",2004,On optimal spatial subsample size for variance estimation,Ann. Statist.,10.1214/009053604000000779,,,PRIMARY,reviewer-read,Nordman_2004_optimal-spatial-subsample-size,yes,,,"Nordman, D.J. & Lahiri, S.N. (2004). On optimal spatial subsample size for variance estimation. *Ann. Statist.* 32(5). doi:10.1214/009053604000000779 (arXiv math/0503671) — **PRIMARY**, reviewer-read (§1). Filed `Nordman_2004_optimal-spatial-subsample-size`.",,PRIMARY
229,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Lahiri, S.N. & Zhu, J.",2006,Resampling methods for spatial regression models under a class of stochastic designs,Ann. Statist.,10.1214/009053606000000551,,,ABSTRACT,reviewer-read,Lahiri_2006_resampling-methods-spatial-regression,yes,,,"Lahiri, S.N. & Zhu, J. (2006). Resampling methods for spatial regression models under a class of stochastic designs. *Ann. Statist.* 34(4). doi:10.1214/009053606000000551 — **ABSTRACT**, reviewer-read abstract. Filed `Lahiri_2006_resampling-methods-spatial-regression`.",,ABSTRACT
230,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Kelejian, H.H. & Prucha, I.R.",2007,HAC estimation in a spatial framework,J. Econometrics,10.1016/j.jeconom.2006.09.005,,,ABSTRACT,reviewer-read,Kelejian_2007_hac-estimation-spatial-framework,yes,,,"Kelejian, H.H. & Prucha, I.R. (2007). HAC estimation in a spatial framework. *J. Econometrics* 140(1). doi:10.1016/j.jeconom.2006.09.005 — **ABSTRACT**, reviewer-read abstract (author working-paper copy). Filed `Kelejian_2007_hac-estimation-spatial-framework`.",,ABSTRACT
231,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Conley, T.G. & Molinari, F.",2007,Spatial correlation robust inference with errors in location or distance,J. Econometrics,10.1016/j.jeconom.2006.09.003,,,filed-unread,obtained-unread,Conley_2007_spatial-correlation-robust-inference,yes,,,"Conley, T.G. & Molinari, F. (2007). Spatial correlation robust inference with errors in location or distance. *J. Econometrics* 140(1). doi:10.1016/j.jeconom.2006.09.003 — filed (cemmap working paper), searcher-verified, unread. Filed `Conley_2007_spatial-correlation-robust-inference`.",,filed-unread
232,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Politis, D.N. & Romano, J.P.",1994,Large sample confidence regions based on subsamples under minimal assumptions,Ann. Statist.,10.1214/aos/1176325770,,,filed-unread,obtained-unread,Politis_1994_large-sample-confidence-regions-based,yes,,,"Politis, D.N. & Romano, J.P. (1994). Large sample confidence regions based on subsamples under minimal assumptions. *Ann. Statist.* 22(4). doi:10.1214/aos/1176325770 — image-only scan, unread. Filed `Politis_1994_large-sample-confidence-regions-based`.",,filed-unread
233,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Liu, D., Song, K., Townshend, J.R.G. & Gong, P.",2008,Using local transition probability models in Markov random fields for forest change detection,Remote Sensing of Environment,10.1016/j.rse.2007.10.002,,,ABSTRACT,reviewer-read,Liu_2008_local-transition-probability-models-markov,yes,,,"Liu, D., Song, K., Townshend, J.R.G. & Gong, P. (2008). Using local transition probability models in Markov random fields for forest change detection. *Remote Sensing of Environment* 112(5):2222–2231. doi:10.1016/j.rse.2007.10.002 — **ABSTRACT**, reviewer-read abstract only (full PDF held). Filed `L",,ABSTRACT
234,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Solberg, A.H.S., Taxt, T. & Jain, A.K.",1996,A Markov random field model for classification of multisource satellite imagery,IEEE TGRS,10.1109/36.481897,,,filed-unread,obtained-unread,Solberg_1996_markov-random-field-model,yes,,,"Solberg, A.H.S., Taxt, T. & Jain, A.K. (1996). A Markov random field model for classification of multisource satellite imagery. *IEEE TGRS* 34(1):100–113. doi:10.1109/36.481897 — filed, header-verified, unread. Filed `Solberg_1996_markov-random-field-model`.",,filed-unread
235,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Reynolds, M.R. Jr. & Stoumbos, Z.G.",1999,A CUSUM chart for monitoring a proportion when inspecting continuously,J. Quality Technology,10.1080/00224065.1999.11979900,,,PRIMARY,reviewer-read,Reynolds_1999_cusum-chart-monitoring-proportion,yes,,,"Reynolds, M.R. Jr. & Stoumbos, Z.G. (1999). A CUSUM chart for monitoring a proportion when inspecting continuously. *J. Quality Technology* 31(1):87–108. doi:10.1080/00224065.1999.11979900 — **PRIMARY**, reviewer-read (§§2–3, Appendix A; browser fetch, §4.18.10). Filed `ReynoldsStoumbos_1999_Bernoul",,PRIMARY
236,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Zhu, J., Zheng, Y., Carroll, A.L. & Aukema, B.H.",2008,Autologistic regression analysis of spatial-temporal binary data via Monte Carlo maximum likelihood,J. Agric. Biol. Environ. Stat.,10.1198/108571108X273566,,,PRIMARY,reviewer-read,Zhu_2008_autologistic-regression-analysis-spatial,yes,,,"Zhu, J., Zheng, Y., Carroll, A.L. & Aukema, B.H. (2008). Autologistic regression analysis of spatial-temporal binary data via Monte Carlo maximum likelihood. *J. Agric. Biol. Environ. Stat.* 13(1):84–98. doi:10.1198/108571108X273566 — **PRIMARY**, reviewer-read (§§1–3). Filed `ZhuZhengCarrollAukema_",,PRIMARY
237,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Marsan, D. & Lengliné, O.",2008,Extending earthquakes' reach through cascading,Science,10.1126/science.1148783,,,PRIMARY,reviewer-read,Marsan_2008_extending-earthquakes-reach-through,yes,,,"Marsan, D. & Lengliné, O. (2008). Extending earthquakes' reach through cascading. *Science* 319:1076–1079. doi:10.1126/science.1148783 — **PRIMARY**, reviewer-read (the algorithm paragraph). Filed `Marsan_2008_extending-earthquakes-reach-through` (+ `_raw.txt`).",,PRIMARY
238,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Zheng, Y. & Zhu, J.",2008,Markov chain Monte Carlo for a spatial-temporal autologistic regression model,J. Comput. Graph. Stat.,10.1198/106186008X289641,,,ABSTRACT,reviewer-read,Zheng_2008_markov-chain-monte-carlo-spatial,yes,,,"Zheng, Y. & Zhu, J. (2008). Markov chain Monte Carlo for a spatial-temporal autologistic regression model. *J. Comput. Graph. Stat.* 17(1):123–137. doi:10.1198/106186008X289641 — **ABSTRACT**, reviewer-read abstract (full PDF held). Filed `Zheng_2008_markov-chain-monte-carlo-spatial`.",,ABSTRACT
239,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Caragea, P.C. & Kaiser, M.S.",2009,Autologistic models with interpretable parameters,J. Agric. Biol. Environ. Stat.,10.1198/jabes.2009.07032,,,ABSTRACT,reviewer-read,Caragea_2009_autologistic-models-interpretable,yes,,,"Caragea, P.C. & Kaiser, M.S. (2009). Autologistic models with interpretable parameters. *J. Agric. Biol. Environ. Stat.* 14(3):281–300. doi:10.1198/jabes.2009.07032 — **ABSTRACT**, reviewer-read abstract (full PDF held). Filed `Caragea_2009_autologistic-models-interpretable`.",,ABSTRACT
240,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Brook, D. & Evans, D.A.",1972,An approach to the probability distribution of cusum run length,Biometrika,10.1093/biomet/59.3.539,,,ABSTRACT,reviewer-read,Brook_1972_approach-probability-distribution-cusum,yes,,,"Brook, D. & Evans, D.A. (1972). An approach to the probability distribution of cusum run length. *Biometrika* 59(3):539–549. doi:10.1093/biomet/59.3.539 — **ABSTRACT**, reviewer-read summary (full PDF held). Filed `Brook_1972_approach-probability-distribution-cusum`.",,ABSTRACT
241,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Cabo, A.J. & Baddeley, A.J.",1995,"Line transects, covariance functions and set convergence",Adv. Appl. Prob.,10.1017/S0001867800027063,,,ABSTRACT,reviewer-read,Cabo_1995_line-transects-covariance-functions-set,yes,,,"Cabo, A.J. & Baddeley, A.J. (1995). Line transects, covariance functions and set convergence. *Adv. Appl. Prob.* 27(3):585–605. doi:10.1017/S0001867800027063 — **ABSTRACT**, reviewer-read abstract (full PDF held). Filed `Cabo_1995_line-transects-covariance-functions-set`.",,ABSTRACT
242,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Liu, D. & Cai, S.",2012,A spatial-temporal modeling approach to reconstructing land-cover change trajectories from multi-temporal satellite imagery,Annals AAG,10.1080/00045608.2011.596357,,,ABSTRACT,reviewer-read,Liu_2012_spatial-temporal-modeling-approach,yes,,,"Liu, D. & Cai, S. (2012). A spatial-temporal modeling approach to reconstructing land-cover change trajectories from multi-temporal satellite imagery. *Annals AAG* 102(6). doi:10.1080/00045608.2011.596357 — **ABSTRACT**, reviewer-read abstract (full PDF held). Filed `LiuCai_2012_spatiotemporal_landc",,ABSTRACT
243,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Cai, S., Liu, D., Sulla-Menashe, D. & Friedl, M.A.",2014,Enhancing MODIS land cover product with a spatial–temporal modeling algorithm,Remote Sensing of Environment,10.1016/j.rse.2014.03.012,,,ABSTRACT,reviewer-read,Cai_2014_enhancing-modis-land-cover-product,yes,,,"Cai, S., Liu, D., Sulla-Menashe, D. & Friedl, M.A. (2014). Enhancing MODIS land cover product with a spatial–temporal modeling algorithm. *Remote Sensing of Environment* 147:243–255. doi:10.1016/j.rse.2014.03.012 — **ABSTRACT**, reviewer-read abstract (full PDF held). Filed `Cai_2014_MODIS_spatiotem",,ABSTRACT
244,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Melgani, F. & Serpico, S.B.",2003,A Markov random field approach to spatio-temporal contextual image classification,IEEE TGRS,10.1109/tgrs.2003.817269,,,ABSTRACT,reviewer-read,Melgani_2003_markov-random-field-approach-spatio,yes,,,"Melgani, F. & Serpico, S.B. (2003). A Markov random field approach to spatio-temporal contextual image classification. *IEEE TGRS* 41(11):2478–2487. doi:10.1109/tgrs.2003.817269 — **ABSTRACT**, reviewer-read abstract (full PDF held). Filed `Melgani_2003_markov-random-field-approach-spatio`.",,ABSTRACT
245,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,"Indexed on the second mirror, browser fetch failed on 2026-09-12, not obtained:** Steiner, Cook, Farewell & Treasure",2000,*Biostatistics* 1(4) doi:10.1093/biostatistics/1.4.441 — **METADATA** (Conley 1999 likewise; its line is in the round-8 block).,,10.1093/biostatistics/1.4.441,,,METADATA,,,no,,,"**Indexed on the second mirror, browser fetch failed on 2026-09-12, not obtained:** Steiner, Cook, Farewell & Treasure (2000) *Biostatistics* 1(4) doi:10.1093/biostatistics/1.4.441 — **METADATA** (Conley 1999 likewise; its line is in the round-8 block).",267,PRIMARY
246,Round 9 (2026-09-12; §4.18) — seven fields named from the [D] list,9,Blakemore,1984,** *Cartographica* doi:10.3138/1005-13mg-2627-2552 and **Hall (1985)** *Stoch,,10.3138/1005-13mg-2627-2552,10.1016/0304-4149(85;10.1093/biomet/41.1-2.100;10.1007/978-1-4757-3803-2_12,,METADATA,obtained-unread,Blakemore_1984_generalisation-error-spatial,yes,,yes,"**Blakemore (1984)** *Cartographica* doi:10.3138/1005-13mg-2627-2552 and **Hall (1985)** *Stoch. Proc. Appl.* 20 doi:10.1016/0304-4149(85)90212-1 — obtained 2026-09-12 in the acquisition pass (first index; second index by curl), header-verified, unread by the reviewer; filed `Blakemore_1984_generali Page 1954 filed as Page_1954_continuous-inspection-schemes (DOI 10.2307/2333009) on 2026-09-13",,METADATA
247,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Kalbfleisch, J.D. & Lawless, J.F.",1985,The analysis of panel data under a Markov assumption,JASA,10.1080/01621459.1985.10478195,,,PRIMARY,reviewer-read,Kalbfleisch_1985_analysis-panel-data-markov,yes,,,"Kalbfleisch, J.D. & Lawless, J.F. (1985). The analysis of panel data under a Markov assumption. *JASA* 80(392):863–871. doi:10.1080/01621459.1985.10478195 — **PRIMARY**, reviewer-read (§§1–2). Filed `Kalbfleisch_1985_analysis-panel-data-markov` (+ `_raw.txt`).",,PRIMARY
248,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Jackson, C.H.",2011,Multi-state models for panel data: the msm package for R,J. Statistical Software,10.18637/jss.v038.i08,,,PRIMARY,reviewer-read,Jackson_2011_multi-state-models-panel-data,yes,,,"Jackson, C.H. (2011). Multi-state models for panel data: the msm package for R. *J. Statistical Software* 38(8). doi:10.18637/jss.v038.i08 — **PRIMARY**, reviewer-read (§1.4, §2). Filed `Jackson_2011_multi-state-models-panel-data` (+ `_raw.txt`).",,PRIMARY
249,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Jackson, C.H. & Sharples, L.D.",2002,Hidden Markov models for the onset and progression of bronchiolitis obliterans syndrome in lung transplant recipients,Statist. Med.,10.1002/sim.886,,,PRIMARY,reviewer-read,Jackson_2002_hidden-markov-models-onset-progression,yes,,,"Jackson, C.H. & Sharples, L.D. (2002). Hidden Markov models for the onset and progression of bronchiolitis obliterans syndrome in lung transplant recipients. *Statist. Med.* 21(1):113–128. doi:10.1002/sim.886 — **PRIMARY**, reviewer-read (summary). Filed `Jackson_2002_hidden-markov-models-onset-progression`.",,PRIMARY
250,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Bureau, A., Shiboski, S. & Hughes, J.P.",2003,Applications of continuous time hidden Markov models to the study of misclassified disease outcomes,Statist. Med.,10.1002/sim.1270,,,PRIMARY,reviewer-read,Bureau_2003_applications-continuous-time-hidden,yes,,,"Bureau, A., Shiboski, S. & Hughes, J.P. (2003). Applications of continuous time hidden Markov models to the study of misclassified disease outcomes. *Statist. Med.* 22(3):441–462. doi:10.1002/sim.1270 — **PRIMARY**, reviewer-read (abstract, §1). Filed `Bureau_2003_applications-continuous-time-hidden` ",,PRIMARY
251,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Rosychuk, R.J. & Thompson, M.E.",2003,Bias correction of two-state latent Markov process parameter estimates under misclassification,Statist. Med.,10.1002/sim.1473,,,PRIMARY,reviewer-read,Rosychuk_2003_bias-correction-two-state-latent,yes,,,"Rosychuk, R.J. & Thompson, M.E. (2003). Bias correction of two-state latent Markov process parameter estimates under misclassification. *Statist. Med.* 22(12):2035–2055. doi:10.1002/sim.1473 — **PRIMARY**, reviewer-read (summary, results). Filed `RosychukThompson_2003_BiasCorrection_Misclassificatio",,PRIMARY
252,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Satten, G.A. & Longini, I.M.",1996,Markov chains with measurement error: estimating the 'true' course of a marker of the progression of HIV disease,Applied Statistics,10.2307/2986089,,,filed-unread,obtained-unread,Satten_1996_markov-chains-measurement-error,yes,,,"Satten, G.A. & Longini, I.M. (1996). Markov chains with measurement error: estimating the 'true' course of a marker of the progression of HIV disease. *Applied Statistics* 45(3):275–309. doi:10.2307/2986089 — filed, header-verified, unread. Filed `Satten_1996_markov-chains-measurement-error`.",,filed-unread
253,Round 10 (2026-09-12; §4.19) — the second-order gaps,10,"Gasparrini, A., Armstrong, B. & Kenward, M.G.",2010,Distributed lag non-linear models,Statist. Med.,10.1002/sim.3940,,,PRIMARY,reviewer-read,Gasparrini_2010_distributed-lag-non-linear-models,yes,,,"Gasparrini, A., Armstrong, B. & Kenward, M.G. (2010). Distributed lag non-linear models. *Statist. Med.* 29(21):2224–2234. doi:10.1002/sim.3940 — **PRIMARY**, reviewer-read (§3; author copy). Filed `Gasparrini_2010_distributed-lag-non-linear-models` (+ `_raw.txt`).",,PRIMARY
